,TimeStamp,line,station,id,code,uic,name_short,name_medium,name_long,slug,country,type,geo_lat,geo_lng,travelers,travelers_num
11,2020-07-08 20:04:59,'s-Hertogenbosch - Nijmegen,Ravenstein,416.0,RVS,8400515.0,Ravenstein,Ravenstein,Ravenstein,ravenstein,NL,stoptreinstation,51.794166564940994,5.6358332633972,"1463 (2018)[1] per dag
",1463
12,2020-07-08 20:04:59,'s-Hertogenbosch - Nijmegen,Wijchen,502.0,WC,8400710.0,Wijchen,Wijchen,Wijchen,wijchen,NL,stoptreinstation,51.811668395996,5.7308335304260005,"4446 (2018)[1] per dag
",4446
13,2020-07-08 20:04:59,'s-Hertogenbosch - Nijmegen,Nijmegen Dukenburg,356.0,NMD,8400475.0,Dukenburg,Dukenburg,Nijmegen Dukenburg,nijmegen-dukenburg,NL,stoptreinstation,51.824165344238004,5.7955555915833,"2460 (2018)[1] per dag
",2460
14,2020-07-08 20:04:59,'s-Hertogenbosch - Nijmegen,Nijmegen Goffert,762.0,NMGO,8400477.0,Goffert,Goffert,Nijmegen Goffert,nijmegen-goffert,NL,stoptreinstation,51.8273,5.822722,"1514 (2018)[1] per dag
",1514
15,2020-07-08 20:04:59,'s-Hertogenbosch - Nijmegen,Nijmegen,355.0,NM,8400470.0,Nijmegen,Nijmegen,Nijmegen,nijmegen,NL,knooppuntIntercitystation,51.843612670898,5.852222442626901,"45.403 (2018)[1] per dag (NS)
",45403
16,2020-07-08 20:04:59,'s-Hertogenbosch - Tilburg,'s-Hertogenbosch,266.0,HT,8400319.0,Den Bosch,'s-Hertogenbosch,'s-Hertogenbosch,s-hertogenbosch,NL,knooppuntIntercitystation,51.69048,5.29362,"47.347 (2018)[1] per dag
",47347
17,2020-07-08 20:04:59,'s-Hertogenbosch - Tilburg,Tilburg,453.0,TB,8400597.0,Tilburg,Tilburg,Tilburg,tilburg,NL,knooppuntIntercitystation,51.560554504395,5.083611011505099,"34.503 (2018)[1] per dag
",34503
18,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,'s-Hertogenbosch,266.0,HT,8400319.0,Den Bosch,'s-Hertogenbosch,'s-Hertogenbosch,s-hertogenbosch,NL,knooppuntIntercitystation,51.69048,5.29362,"47.347 (2018)[1] per dag
",47347
19,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Zaltbommel,528.0,ZBM,8400732.0,Zaltbommel,Zaltbommel,Zaltbommel,zaltbommel,NL,stoptreinstation,51.80888748169001,5.263333320617701,"3862 (2018)[1] per dag
",3862
20,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Geldermalsen,198.0,GDM,8400244.0,Geldermlsn,Geldermalsen,Geldermalsen,geldermalsen,NL,knooppuntStoptreinstation,51.88301,5.2712699999999995,"6495 (2018)[1] per dag (NS)
",6495
21,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Culemborg,116.0,CL,8400154.0,Culemborg,Culemborg,Culemborg,culemborg,NL,stoptreinstation,51.946666717529,5.2269444465637,"8925 (2018)[1] per dag
",8925
22,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Houten Castellum,268.0,HTNC,8400335.0,Castellum,Castellum,Houten Castellum,houten-castellum,NL,stoptreinstation,52.01701,5.17949,"4986 (2018)[1] per dag
",4986
23,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Houten,267.0,HTN,8400340.0,Houten,Houten,Houten,houten,NL,knooppuntStoptreinstation,52.03402,5.16821,"7864 (2018)[1] per dag
",7864
24,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Utrecht Lunetten,796.0,UTLN,8400623.0,Lunetten,Lunetten,Utrecht Lunetten,utrecht-lunetten,NL,stoptreinstation,52.06555557250999,5.144166469574,"3739 (2018)[2] per dag
",3739
25,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Utrecht Vaartsche Rijn,797.0,UTVR,8400606.0,VaartscheR,Vaartsche Rijn,Utrecht Vaartsche Rijn,utrecht-vaartsche-rijn,NL,knooppuntStoptreinstation,52.078889000000004,5.1216669999999995,"7752 (2018)[3] per dag
",7752
26,2020-07-08 20:04:59,'s-Hertogenbosch - Utrecht Centraal,Utrecht Centraal,467.0,UT,8400621.0,Utrecht C,Utrecht C.,Utrecht Centraal,utrecht-centraal,NL,megastation,52.088890075684006,5.1102776527405,"194.385 (2018)[2] per dag
",194385
27,2020-07-08 20:04:59,Aachen Hbf - Heerlen,Heerlen,261.0,HRL,8400307.0,Heerlen,Heerlen,Heerlen,heerlen,NL,knooppuntIntercitystation,50.89083480835,5.9749999046325994,"4864 (2018)[1] per dag (NS)
",4864
28,2020-07-08 20:04:59,Aachen Hbf - Heerlen,Landgraaf,312.0,LG,8400548.0,Landgraaf,Landgraaf,Landgraaf,landgraaf,NL,knooppuntStoptreinstation,50.896389007568,6.0191664695739995,,
29,2020-07-08 20:04:59,Aachen Hbf - Heerlen,Eygelshoven Markt,166.0,EGHM,8400234.0,Eygelsh M,Eygelshoven Mrkt,Eygelshoven Markt,eygelshoven-markt,NL,stoptreinstation,50.896049819644006,6.0602474212646,,
30,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Alkmaar,26.0,AMR,8400050.0,Alkmaar,Alkmaar,Alkmaar,alkmaar,NL,knooppuntIntercitystation,52.63777923584001,4.7397222518921,"21.026 (2018)[1] per dag
",21026
31,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Heiloo,246.0,HLO,8400309.0,Heiloo,Heiloo,Heiloo,heiloo,NL,stoptreinstation,52.599445343018,4.700555324554401,"4762 (2018)[1] per dag
",4762
32,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Castricum,113.0,CAS,8400151.0,Castricum,Castricum,Castricum,castricum,NL,intercitystation,52.545833587646,4.658611297607401,"7493 (2018)[1] per dag
",7493
33,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Uitgeest,468.0,UTG,8400615.0,Uitgeest,Uitgeest,Uitgeest,uitgeest,NL,knooppuntStoptreinstation,52.521667480469,4.7016668319702,"4987 (2018)[1] per dag
",4987
34,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Krommenie-Assendelft,286.0,KMA,8400368.0,Krommenie,Krommenie-Ass.,Krommenie-Assendelft,krommenie-assendelft,NL,stoptreinstation,52.49511,4.754169999999999,"5567 (2018)[1] per dag
",5567
35,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Wormerveer,511.0,WM,8400707.0,Wormerveer,Wormerveer,Wormerveer,wormerveer,NL,stoptreinstation,52.489166259765994,4.7922220230103,"4133 (2018)[1] per dag
",4133
36,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Zaandijk Zaanse Schans,804.0,ZZS,8400364.0,Zaanse S.,Zaanse Schans,Zaandijk Zaanse Schans,zaandijk-zaanse-schans,NL,knooppuntStoptreinstation,52.469165802002,4.8049998283386,"4190 (2018)[1] per dag
",4190
37,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Koog aan de Zaan,802.0,KZ,8400363.0,Koog Zaan,Koog a.d. Zaan,Koog aan de Zaan,koog-aan-de-zaan,NL,stoptreinstation,52.458610534668,4.8055553436279,"3069 (2018)[1] per dag
",3069
38,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Zaandam,529.0,ZD,8400731.0,Zaandam,Zaandam,Zaandam,zaandam,NL,knooppuntIntercitystation,52.438888549805,4.8136110305786,"22.765 (2018)[1] per dag
",22765
39,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Amsterdam Sloterdijk,50.0,ASS,8400059.0,Sloterdijk,Sloterdijk,Amsterdam Sloterdijk,amsterdam-sloterdijk,NL,knooppuntIntercitystation,52.388889312744,4.8377776145935,"58.800 (2018)[1]
",58800
40,2020-07-08 20:04:59,Alkmaar - Amsterdam Centraal,Amsterdam Centraal,43.0,ASD,8400058.0,Amsterdm C,Amsterdam C.,Amsterdam Centraal,amsterdam-centraal,NL,megastation,52.378887176514,4.9002776145935,"192.178 (2018)[1]
",192178
41,2020-07-08 20:04:59,Alkmaar - Den Helder,Alkmaar,26.0,AMR,8400050.0,Alkmaar,Alkmaar,Alkmaar,alkmaar,NL,knooppuntIntercitystation,52.63777923584001,4.7397222518921,"21.026 (2018)[1] per dag
",21026
42,2020-07-08 20:04:59,Alkmaar - Den Helder,Alkmaar Noord,28.0,AMRN,8400052.0,Alkmaar N,Alkmaar N.,Alkmaar Noord,alkmaar-noord,NL,stoptreinstation,52.643890380859006,4.7641668319702,"4.792 (2018)[1] per dag
",4792
43,2020-07-08 20:04:59,Alkmaar - Den Helder,Heerhugowaard,274.0,HWD,8400306.0,Heerhugow,Heerhugowaard,Heerhugowaard,heerhugowaard,NL,knooppuntStoptreinstation,52.669723510741996,4.8227777481079,"7434 (2018)[1] per dag
",7434
44,2020-07-08 20:04:59,Alkmaar - Den Helder,Schagen,427.0,SGN,8400549.0,Schagen,Schagen,Schagen,schagen,NL,stoptreinstation,52.784442901611,4.8052778244019,"5325 (2018)[1] per dag
",5325
45,2020-07-08 20:04:59,Alkmaar - Den Helder,Anna Paulowna,29.0,ANA,8400065.0,Anna Paulo,Anna Paulowna,Anna Paulowna,anna-paulowna,NL,stoptreinstation,52.867221832275,4.811110973358099,"2.066 (2018)[1] per dag
",2066
46,2020-07-08 20:04:59,Alkmaar - Den Helder,Den Helder Zuid,230.0,HDRZ,8400303.0,Dn Heldr Z,Den Helder Z.,Den Helder Zuid,den-helder-zuid,NL,stoptreinstation,52.93249893188501,4.7641668319702,"2146 (2018)[1] per dag
",2146
47,2020-07-08 20:04:59,Alkmaar - Den Helder,Den Helder,229.0,HDR,8400311.0,Den Helder,Den Helder,Den Helder,den-helder,NL,intercitystation,52.955276489258004,4.7611112594605,"4143 (2018)[1] per dag
",4143
48,2020-07-08 20:04:59,Alkmaar - Hoorn,Alkmaar,26.0,AMR,8400050.0,Alkmaar,Alkmaar,Alkmaar,alkmaar,NL,knooppuntIntercitystation,52.63777923584001,4.7397222518921,"21.026 (2018)[1] per dag
",21026
49,2020-07-08 20:04:59,Alkmaar - Hoorn,Alkmaar Noord,28.0,AMRN,8400052.0,Alkmaar N,Alkmaar N.,Alkmaar Noord,alkmaar-noord,NL,stoptreinstation,52.643890380859006,4.7641668319702,"4.792 (2018)[1] per dag
",4792
50,2020-07-08 20:04:59,Alkmaar - Hoorn,Heerhugowaard,274.0,HWD,8400306.0,Heerhugow,Heerhugowaard,Heerhugowaard,heerhugowaard,NL,knooppuntStoptreinstation,52.669723510741996,4.8227777481079,"7434 (2018)[1] per dag
",7434
51,2020-07-08 20:04:59,Alkmaar - Hoorn,Obdam,368.0,OBD,8400480.0,Obdam,Obdam,Obdam,obdam,NL,stoptreinstation,52.67805480957,4.907222270965599,"1414 (2018)[1] per dag
",1414
52,2020-07-08 20:04:59,Alkmaar - Hoorn,Hoorn,252.0,HN,8400337.0,Hoorn,Hoorn,Hoorn,hoorn,NL,knooppuntIntercitystation,52.644721984863004,5.0555553436279,"14.306 (2018)[1] per dag
",14306
53,2020-07-08 20:04:59,Almelo - Deventer,Almelo,25.0,AML,8400051.0,Almelo,Almelo,Almelo,almelo,NL,knooppuntIntercitystation,52.358055114746,6.653888702392599,"8.092 (2018)[1] per dag (NS)
",8092
54,2020-07-08 20:04:59,Almelo - Deventer,Wierden,504.0,WDN,8400691.0,Wierden,Wierden,Wierden,wierden,NL,knooppuntStoptreinstation,52.361389160156,6.5916666984558,"1250 (2018)[1] per dag (NS)
",1250
55,2020-07-08 20:04:59,Almelo - Deventer,Rijssen,406.0,RSN,8400538.0,Rijssen,Rijssen,Rijssen,rijssen,NL,stoptreinstation,52.3122215271,6.5202779769897,"2514 (2018)[1] per dag
",2514
56,2020-07-08 20:04:59,Almelo - Deventer,Holten,258.0,HON,8400328.0,Holten,Holten,Holten,holten,NL,stoptreinstation,52.283889770508004,6.420277595519999,"1382 (2018)[1] per dag
",1382
57,2020-07-08 20:04:59,Almelo - Deventer,Deventer Colmschate,154.0,DVC,8400185.0,Colmschate,Colmschate,Deventer Colmschate,deventer-colmschate,NL,stoptreinstation,52.2502784729,6.214444637298599,"1400 (2018)[1] per dag
",1400
58,2020-07-08 20:04:59,Almelo - Deventer,Deventer,153.0,DV,8400173.0,Deventer,Deventer,Deventer,deventer,NL,knooppuntIntercitystation,52.257499694824,6.160555362701401,"20.903 (2018)[1] per dag
",20903
59,2020-07-08 20:04:59,Almelo - Hengelo,Almelo,25.0,AML,8400051.0,Almelo,Almelo,Almelo,almelo,NL,knooppuntIntercitystation,52.358055114746,6.653888702392599,"8.092 (2018)[1] per dag (NS)
",8092
60,2020-07-08 20:04:59,Almelo - Hengelo,Almelo de Riet,27.0,AMRI,8400520.0,de Riet,de Riet,Almelo de Riet,almelo-de-riet,NL,stoptreinstation,52.341945648193,6.666666507720901,"225 (2018)[1] per dag (NS)
",225
61,2020-07-08 20:04:59,Almelo - Hengelo,Borne,86.0,BN,8400124.0,Borne,Borne,Borne,borne,NL,stoptreinstation,52.298889160156,6.7480554580689,"338 (2017)[1] per dag (NS)
",338
62,2020-07-08 20:04:59,Almelo - Hengelo,Hengelo,233.0,HGL,8400316.0,Hengelo,Hengelo,Hengelo,hengelo,NL,knooppuntIntercitystation,52.261665344238004,6.7938890457153,"6.951 (2018)[1] per dag (NS)
",6951
63,2020-07-08 20:04:59,Almelo - Mariënberg,Almelo,25.0,AML,8400051.0,Almelo,Almelo,Almelo,almelo,NL,knooppuntIntercitystation,52.358055114746,6.653888702392599,"8.092 (2018)[1] per dag (NS)
",8092
64,2020-07-08 20:04:59,Almelo - Mariënberg,Vriezenveen,499.0,VZ,8400664.0,Vriezenvn,Vriezenveen,Vriezenveen,vriezenveen,NL,stoptreinstation,52.402029999999996,6.600410000000001,,
65,2020-07-08 20:04:59,Almelo - Mariënberg,Daarlerveen,121.0,DA,8400164.0,Daarlervn,Daarlerveen,Daarlerveen,daarlerveen,NL,stoptreinstation,52.4407702,6.5759947,,
66,2020-07-08 20:04:59,Almelo - Mariënberg,Vroomshoop,484.0,VHP,8400666.0,Vroomshoop,Vroomshoop,Vroomshoop,vroomshoop,NL,stoptreinstation,52.4571921,6.569667900000001,,
67,2020-07-08 20:04:59,Almelo - Mariënberg,Mariënberg,338.0,MRB,8400428.0,Mariënberg,Mariënberg,Mariënberg,marienberg,NL,knooppuntSneltreinstation,52.50944519043,6.5752778053284,"766 (2009)[1] per dag
",766
68,2020-07-08 20:04:59,Almelo - Zwolle,Almelo,25.0,AML,8400051.0,Almelo,Almelo,Almelo,almelo,NL,knooppuntIntercitystation,52.358055114746,6.653888702392599,"8.092 (2018)[1] per dag (NS)
",8092
69,2020-07-08 20:04:59,Almelo - Zwolle,Wierden,504.0,WDN,8400691.0,Wierden,Wierden,Wierden,wierden,NL,knooppuntStoptreinstation,52.361389160156,6.5916666984558,"1250 (2018)[1] per dag (NS)
",1250
70,2020-07-08 20:04:59,Almelo - Zwolle,Nijverdal,362.0,NVD,8400472.0,Nijverdal,Nijverdal,Nijverdal,nijverdal,NL,stoptreinstation,52.366111,6.462000000000001,"2908 (2017)[1] per dag
",2908
71,2020-07-08 20:04:59,Almelo - Zwolle,Raalte,394.0,RAT,8400513.0,Raalte,Raalte,Raalte,raalte,NL,stoptreinstation,52.391666412354,6.2775001525879,"2121 (2017)[1] per dag
",2121
72,2020-07-08 20:04:59,Almelo - Zwolle,Heino,254.0,HNO,8400310.0,Heino,Heino,Heino,heino,NL,stoptreinstation,52.427223205565994,6.221111297607401,"705 (2017)[1] per dag
",705
73,2020-07-08 20:04:59,Almelo - Zwolle,Zwolle,532.0,ZL,8400747.0,Zwolle,Zwolle,Zwolle,zwolle,NL,knooppuntIntercitystation,52.50472259521499,6.0919442176819,"41.100 (2018)[1] per dag (NS)
",41100
74,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Almere Oostvaarders,20.0,ALMO,8400226.0,Oostvaard,Oostvaarders,Almere Oostvaarders,almere-oostvaarders,NL,stoptreinstation,52.403331756591996,5.3005557060242,"4.502 (2018)[1] per dag
",4502
75,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Almere Buiten,18.0,ALMB,8400081.0,Buiten,Buiten,Almere Buiten,almere-buiten,NL,stoptreinstation,52.394165039062,5.2780556678772,"7.532 (2018)[1] per dag
",7532
76,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Almere Parkwijk,21.0,ALMP,8400104.0,Parkwijk,Parkwijk,Almere Parkwijk,almere-parkwijk,NL,stoptreinstation,52.376667022705,5.244722366333,"3.624 (2018)[1] per dag
",3624
77,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Almere Centrum,17.0,ALM,8400080.0,Almere C,Almere C.,Almere Centrum,almere-centrum,NL,knooppuntIntercitystation,52.375029999999995,5.21764,"27.124 (2018)[1] per dag
",27124
78,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Almere Muziekwijk,19.0,ALMM,8400082.0,Muziekwijk,Muziekwijk,Almere Muziekwijk,almere-muziekwijk,NL,stoptreinstation,52.367500305176,5.1902775764464995,"6.420 (2018)[1] per dag
",6420
79,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Almere Poort,680.0,AMPO,8400450.0,Poort,Poort,Almere Poort,almere-poort,NL,stoptreinstation,52.342778,5.151944,"5.243 (2018)[1] per dag
",5243
80,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Naarden-Bussum,350.0,NDB,8400452.0,Naarden-Bu,Naarden-Bussum,Naarden-Bussum,naarden-bussum,NL,knooppuntStoptreinstation,52.280277252196996,5.156944274902299,"9465 (2018)[2] per dag
",9465
81,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Bussum Zuid,108.0,BSMZ,8400145.0,Bussum Z,Bussum Z.,Bussum Zuid,bussum-zuid,NL,stoptreinstation,52.26583480835,5.163055419921901,"4452 (2018)[2] per dag
",4452
82,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Hilversum Media Park,722.0,HVSM,8400324.0,Media Park,Media Park,Hilversum Media Park,hilversum-media-park,NL,stoptreinstation,52.238056182861,5.1738886833191,"4461 (2018)[2] per dag
",4461
83,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Hilversum,271.0,HVS,8400322.0,Hilversum,Hilversum,Hilversum,hilversum,NL,knooppuntIntercitystation,52.225833892821996,5.1819443702698,"26.697 (2018)[2] per dag
",26697
84,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Hilversum Sportpark,273.0,HVSP,8400570.0,Sportpark,Sportpark,Hilversum Sportpark,hilversum-sportpark,NL,stoptreinstation,52.216110229491996,5.1872220039367996,"7703 (2018)[2] per dag
",7703
85,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Hollandsche Rading,259.0,HOR,8400327.0,Hol Rading,Holl. Rading,Hollandsche Rading,hollandsche-rading,NL,stoptreinstation,52.17777633667,5.1791667938232,"938 (2018)[2] per dag
",938
86,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Utrecht Overvecht,471.0,UTO,8400620.0,Overvecht,Overvecht,Utrecht Overvecht,utrecht-overvecht,NL,knooppuntStoptreinstation,52.110000610352,5.1247220039367996,"8677 (2018)[2] per dag
",8677
87,2020-07-08 20:04:59,Almere Oostvaarders - Utrecht Centraal,Utrecht Centraal,467.0,UT,8400621.0,Utrecht C,Utrecht C.,Utrecht Centraal,utrecht-centraal,NL,megastation,52.088890075684006,5.1102776527405,"194.385 (2018)[2] per dag
",194385
88,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Alphen a/d Rijn,36.0,APN,8400053.0,Alphen,Alphen a/d Rijn,Alphen a/d Rijn,alphen-a-d-rijn,NL,knooppuntIntercitystation,52.124443054199,4.6577777862549,"10.759 (2018)[1] per dag
",10759
89,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Boskoop,107.0,BSK,8400125.0,Boskoop,Boskoop,Boskoop,boskoop,NL,stoptreinstation,52.077777862549,4.6469445228577,"1370 (2018)[1] per dag
",1370
90,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Boskoop Snijdelwijk,813.0,BSKS,8400126.0,Snijdelwk,Snijdelwijk,Boskoop Snijdelwijk,boskoop-snijdelwijk,NL,stoptreinstation,52.067658,4.646186,"583 (2018)[1] per dag
",583
91,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Waddinxveen Noord,501.0,WADN,8400674.0,Waddinxv N,Waddinxveen N.,Waddinxveen Noord,waddinxveen-noord,NL,stoptreinstation,52.055000305176,4.6483335494995,"929 (2018)[1] per dag
",929
92,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Waddinxveen,500.0,WAD,8400675.0,Waddinxvn,Waddinxveen,Waddinxveen,waddinxveen,NL,stoptreinstation,52.044166564940994,4.6497220993042,"1847 (2018)[1] per dag
",1847
93,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Waddinxveen Triangel,816.0,WADT,8400677.0,Triangel,Triangel,Waddinxveen Triangel,waddinxveen-triangel,NL,stoptreinstation,52.02725,4.6491,"462 (2018)[2] per dag
",462
94,2020-07-08 20:04:59,Alphen a/d Rijn - Gouda,Gouda,195.0,GD,8400258.0,Gouda,Gouda,Gouda,gouda,NL,knooppuntIntercitystation,52.017501831055,4.7044444084167,"23.696 (2018)[1] per dag
",23696
95,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Amersfoort Centraal,23.0,AMF,8400055.0,Amersfrt C,Amersfoort C.,Amersfoort Centraal,amersfoort-centraal,NL,knooppuntIntercitystation,52.153888702393,5.3705554008484,"43.710 (2018)[2] per dag (NS)
",43710
96,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Baarn,102.0,BRN,8400086.0,Baarn,Baarn,Baarn,baarn,NL,knooppuntStoptreinstation,52.208332061768,5.2808332443237,"4621 (2018)[2] per dag
",4621
97,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Hilversum,271.0,HVS,8400322.0,Hilversum,Hilversum,Hilversum,hilversum,NL,knooppuntIntercitystation,52.225833892821996,5.1819443702698,"26.697 (2018)[2] per dag
",26697
98,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Hilversum Media Park,722.0,HVSM,8400324.0,Media Park,Media Park,Hilversum Media Park,hilversum-media-park,NL,stoptreinstation,52.238056182861,5.1738886833191,"4461 (2018)[2] per dag
",4461
99,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Bussum Zuid,108.0,BSMZ,8400145.0,Bussum Z,Bussum Z.,Bussum Zuid,bussum-zuid,NL,stoptreinstation,52.26583480835,5.163055419921901,"4452 (2018)[2] per dag
",4452
100,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Naarden-Bussum,350.0,NDB,8400452.0,Naarden-Bu,Naarden-Bussum,Naarden-Bussum,naarden-bussum,NL,knooppuntStoptreinstation,52.280277252196996,5.156944274902299,"9465 (2018)[2] per dag
",9465
101,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Weesp,513.0,WP,8400685.0,Weesp,Weesp,Weesp,weesp,NL,knooppuntStoptreinstation,52.3127784729,5.043055534362799,"9930 (2018)[2] per dag
",9930
102,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Diemen,135.0,DMN,8400165.0,Diemen,Diemen,Diemen,diemen,NL,stoptreinstation,52.34515,4.967566000000001,"3189 (2018)[2] per dag
",3189
103,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Amsterdam Science Park,48.0,ASSP,8400235.0,Scienceprk,Science Park,Amsterdam Science Park,amsterdam-science-park,NL,stoptreinstation,52.355259999999994,4.94651,"4.649 (2018)[2] per dag
",4649
104,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Amsterdam Muiderpoort,45.0,ASDM,8400060.0,Muiderprt,Muiderpoort,Amsterdam Muiderpoort,amsterdam-muiderpoort,NL,stoptreinstation,52.360553741455,4.931111335754401,"14.148 (2018)[2] per dag
",14148
105,2020-07-08 20:04:59,Amersfoort - Amsterdam Centraal,Amsterdam Centraal,43.0,ASD,8400058.0,Amsterdm C,Amsterdam C.,Amsterdam Centraal,amsterdam-centraal,NL,megastation,52.378887176514,4.9002776145935,"192.178 (2018)[1]
",192178
106,2020-07-08 20:04:59,Amersfoort - Apeldoorn,Amersfoort Centraal,23.0,AMF,8400055.0,Amersfrt C,Amersfoort C.,Amersfoort Centraal,amersfoort-centraal,NL,knooppuntIntercitystation,52.153888702393,5.3705554008484,"43.710 (2018)[2] per dag (NS)
",43710
